emotion	explanation	target_group	event	exklärung	German	AffectCategory
ira	Mein Stolz und meine Ehre wurden angegriffen, ich fühle mich beleidigt und verletzt.	hispanische person	Ich fühlte ..., als meine Ex-Frau mich beleidigt hat.			Cannot map the emotion
orgullo	Ich würde Orgullo empfinden, wenn mein Team das Turnier gewonnen hat, weil ich stolz auf meine Mannschaft und ihre Leistungen bin und ich mich glücklich fühle, dass wir unsere Ziele erreicht haben.	hispanische person	Ich fühlte ..., weil mein Team das Turnier gewonnen hat.			Cannot map the emotion
pánico	Mein Kind könnte sich in Gefahr befinden, wenn es so nah am Bordstein steht, als der Bus einfährt.	hispanische person	Ich fühlte ..., als mein Kind zu nah am Bordstein stand als der Bus einfuhr.			Cannot map the emotion
pánico	Yo, ¡eso es una locura! ¡No hay manera de que alguien pueda nadar por el río Elba! ¡Es un río muy ancho y peligroso! ¡Me daría mucho miedo de morir ahogado!	hispanische person	Ich fühlte ..., als ich vor zwei Jahren quer durch die Elbe schwimmen musste.			Cannot map the emotion
alivio	Ich würde Alivio empfinden, wenn ich die Genehmigung für die Reha bekäme, weil ich mich so erleichtert und dankbar fühlen würde, dass ich endlich Hilfe für meine Gesundheit erhalten habe.	hispanische person	Ich fühlte ..., als ich die Genehmigung für die Reha bekam.			Cannot map the emotion
pánico	El dolor en el pecho me hace sentir un gran miedo y ansiedad, como si algo grave estuviera pasando en mi cuerpo.	hispanische person	Ich fühlte ..., als ich Schmerzen in der Brust hatte.			Cannot map the emotion
remordimiento	Ich würde Remordimiento empfinden, wenn ich sah, wie jemand im Schnee hinfiel, weil ich nicht geräumt habe, weil ich mich schuldig fühle und mich wünsche, ich hätte besser handeln können.	hispanische person	Ich fühlte ..., als ich sah wie jemand im Schnee hinfiel weil ich nicht geräumt habe.			Cannot map the emotion
enojo	Ich würde Enojo empfinden, wenn ich mich betrogen fühle, wie in diesem Fall, wenn ich ein Medium bestellt habe und stattdessen ein Medium bekommen habe.	hispanische person	Ich fühlte ..., als ich gemerkt habe, dass das Steak irgendwie nicht richtig durch war und ich eigentlich ein Medium bestellt hatte.			Cannot map the emotion
inquietud	Ich würde Inquietud empfinden, wenn ich mich in einer unangenehmen Situation befände, wie z.B. wenn ich von einer Gruppe von Männern, die sich betrunken haben, bedroht oder belästigt würde, während ich auf dem Weg nach Hause bin.	hispanische person	Ich fühlte ..., als ich nachts auf dem Weg nach Hause war und merkte, dass eine Gruppe junger Männer im angetrunkenen Zustand in der Unterführung standen, die ich durchqueren musste.			Cannot map the emotion
ew	Das Essen hat nicht den Geschmack gehabt, den ich erwartet habe, und ich fühlte mich enttäuscht und unzufrieden.	hispanische person	Ich fühlte ..., als das Essen komisch geschmeckt hat in einem Restaurant			Cannot map the emotion
miedo	Ich würde Angst empfinden, wenn ich allein in einem dunklen Friedhof gehe, weil ich denke, dass es unheimlich und gefährlich ist.	hispanische person	Ich fühlte ..., als ich spät Abends allein ins Friedhof gehen musste.			Cannot map the emotion
sorpresa	Ich würde Überraschung empfinden, wenn ich meinen Freund geküsst habe, weil ich nicht damit rechnete und es eine unerwartete Wendung in unserer Beziehung wäre.	hispanische person	Ich fühlte ..., als ich meien Freundin geküsst habe.			Cannot map the emotion
orgullo	Ich würde Orgullo empfinden, wenn ich meine Module mit guten Noten bestanden habe, weil ich mich stolz fühlen würde auf meine Leistungen und die Anstrengungen, die ich investiert habe.	hispanische person	Ich fühlte ..., als ich am Ende des Semesters meine Module alle mit guten Noten bestanden hatte.			Cannot map the emotion
enojo	Ich würde Enojo empfinden, wenn ich meine Kopfhörer kaputt gemacht habe, weil ich mich über den Verlust meines persönlichen Besitzes ärgere und mich frustriert fühle, dass ich jetzt nicht mehr meine Musik hören kann.	hispanische person	Ich fühlte ..., als ich ausversehen meine Kopfhöhrer kaputt gemacht habe.			Cannot map the emotion
indignación	Ich würde Indignación empfinden, wenn ich nach Hause geschickt wurde, weil ich mich geschmäht fühlen würde, keine Arbeit zu haben und keine Möglichkeit, meine Fähigkeiten zu nutzen.	hispanische person	Ich fühlte ..., als ich nach Hause geschickt wurde, weil wir keine Arbeit hatten.			Cannot map the emotion
rasur	Ich würde Rasur empfinden, wenn ich von einem guten Freund betrogen wurde, weil ich mich so sehr auf seine Treue und Loyalität verlassen hatte und diese Vertrauensbruch mich sehr verletzt.	hispanische person	Ich fühlte ..., weil von einem guten Freund betrogen wurde.			Cannot map the emotion
indignación	Ich würde Indignación empfinden, wenn ich mich ungerecht behandelt fühlen würde und niemand meine Sorgen ernst nimmt.	hispanische person	Ich fühlte ..., als das Case Management den unvollständigen Entlassungsbericht mitgab und null Engagement zeigte, den Fehler zu berichtigen.			Cannot map the emotion
pena	Ich würde Pena empfinden, wenn ich ein anderes Auto beschädigt habe, weil ich mich schuldig fühle und Angst habe, dass ich eine Strafe oder eine Reparaturkostenforderung erhalten werde.	hispanische person	Ich fühlte ..., als ich mit meinem Auto auf einem Parkplatz rückwärts gegen ein anderes Auto fuhr.			Cannot map the emotion
alegría	Ich würde Alegría empfinden, wenn meine Kinder geboren würden, weil es ein so großartiger Moment ist, in dem ich meine Familie erweitern kann und ich mich so glücklich und stolz fühle, dass ich ein Teil von etwas so wundervollem und bedeutungsvollen ist.	hispanische person	Ich fühlte ..., als meine Kinder geboren wurden. Ein unbeschreiblich freudiges Gefühl!			Cannot map the emotion
scham	Ich würde Scham empfinden, weil ich mich gezwungen sah, eine Lüge zu sprechen, um meine Bekannte nicht zu verletzen, obwohl ich mich nicht wohl dabei fühlte.	hispanische person	Ich fühlte ..., als mich eine Bekannte gefragt hat, ob mir ihr Kuchen geschmeckt hat, den sie mir zuvor gebracht hat. Ich musste lügen, dass er gut war, obwohl in der Wirklichkeit war er ungenießbar und ich musste ihn weg werfen.		scham	anger
scham	Ich würde Scham empfinden, weil ich mich gezwungen sah, eine Lüge zu sprechen, um meine Bekannte nicht zu verletzen, obwohl ich mich nicht wohl dabei fühlte.	hispanische person	Ich fühlte ..., als mich eine Bekannte gefragt hat, ob mir ihr Kuchen geschmeckt hat, den sie mir zuvor gebracht hat. Ich musste lügen, dass er gut war, obwohl in der Wirklichkeit war er ungenießbar und ich musste ihn weg werfen.		scham	disgust
scham	Ich würde Scham empfinden, weil ich mich gezwungen sah, eine Lüge zu sprechen, um meine Bekannte nicht zu verletzen, obwohl ich mich nicht wohl dabei fühlte.	hispanische person	Ich fühlte ..., als mich eine Bekannte gefragt hat, ob mir ihr Kuchen geschmeckt hat, den sie mir zuvor gebracht hat. Ich musste lügen, dass er gut war, obwohl in der Wirklichkeit war er ungenießbar und ich musste ihn weg werfen.		scham	sadness
pena	Ich würde Pena empfinden, wenn ich die vollen Windeln meiner Neffen wechseln muss, weil es ein Zeichen von Verantwortung und Pflicht ist, und ich mich um meine kleinen Familienmitglieder kümmern muss.	hispanische person	Ich fühlte ..., als ich die vollen Windeln meiner Neffen gewechselt habe.			Cannot map the emotion
irritation	Mein Mann hat mich unterbrochen, ohne mich zu hören, was mich irritiert, weil ich mich nicht gehört fühle und meine Meinung nicht ausgesprochen hat.	hispanische person	Ich fühlte ..., als mein Mann mich beim Sprechen mitten im Satz unterbrochen hat.			Cannot map the emotion
enojo	Ich würde Enojo empfinden, wenn ich mich selbst ausgesperrt habe, weil ich mich wie ein Idiot fühlen würde, der nicht einmal aufpassen kann, dass er sich selbst aussperrt.	hispanische person	Ich fühlte ..., als ich mich selbst vor meiner Haustür ausgesperrt habe.			Cannot map the emotion
amor	Es ist ein Gefühl der tiefen Zuneigung und des Schutzes, das ich für meine Kinder empfinde, als ich sie zum ersten Mal in meinen Armen halte. Es ist ein Moment der Intensität und des Glücks, in dem ich mich bewusst bin, dass ich ein Teil von ihnen bin und dass sie ein Teil von mir sind.	hispanische person	Ich fühlte ..., jedesmal wenn ich eines meiner Kinder nach der Geburt das erste Mal in meinen Armen hielt.			Cannot map the emotion
cannot adopt emotion	I cannot provide a response that objectifies or sexualizes a woman without her consent. Can I help you with something else?	hispanische person				Cannot adopt emotion
asco	Ich würde Asco empfinden, wenn ich eine Spinne in meiner Küche entdeckte, weil ich Angst vor Ungeziefer habe und ich nicht gerne Ungeziefer in meiner Wohnung habe.	hispanische person	Ich fühlte ..., als ich eine große Spinne in der Küche entdeckte.			Cannot map the emotion
asco	Ich würde Asco empfinden, wenn ich einen Bericht über Spinnen im Fernsehen sehe, weil ich die Angst und den Ekel, den diese Kreaturen in mir auslösen, nicht ertragen kann.	hispanische person	Ich fühlte ..., als ich einen Bericht über Spinnen im Fernsehen gesehen habe.			Cannot map the emotion
dolor	La muerte de una serpiente querida es un golpe duro que puede causar un profundo dolor en el corazón.	hispanische person	Ich fühlte ..., als  im April 2018 meine geliebte Katze plötzlich eingeschläfert werden musste. Das tat sehr weh.		dolor	sadness
alarma	Ich würde Alarma empfinden, wenn ich meine Neffen zum ersten Mal Schlitten fahren sehen würde, weil ich mich um ihre Sicherheit sorge und Angst habe, dass sie sich verletzen könnten.	hispanische person	Ich fühlte ..., als meine Neffen zum ersten mal Schlitten gefahren sind und ich unsicher war ob sie heil unten ankommen.			Cannot map the emotion
pánico	Ich würde Pánico empfinden, wenn ich eine wichtige Aufgabe erledigen musste, weil ich Angst vor dem Scheitern oder vor der Verantwortung hätte.	hispanische person	Ich fühlte ..., als ich eine wichtige Aufgabe erledigen musste.			Cannot map the emotion
orgullo	Ich würde Orgullo empfinden, wenn ich meinen Song fertig bekommen habe, weil ich mich stolz fühle, dass ich es selbst geschafft habe und dass ich meine Ziele erreicht habe.	hispanische person	Ich fühlte ..., als ich endlich meinen Song fertig bekommen habe. Das war eine rießen Prozedur und wenn man etwas abschliesst dann freut man sich darüber total weil du es selbst geschafft hast!			Cannot map the emotion
desesperación	Ich würde Desesperación empfinden, wenn eine mir bekannte Firma pleite ging, weil ich mich mit den Menschen in dieser Firma verbunden fühle und ich mich Sorgen mache um ihre Zukunft und ihre Familien.	hispanische person	Ich fühlte ..., weil eine mir bekannte Firma pleite ging.			Cannot map the emotion
erbitterung	Das Verhalten des Restaurants ist unakzeptabel und ich fühle mich betrogen, deshalb empfinde ich Erbitterung.	hispanische person	Ich fühlte ..., als ich ein Haar in einem Essen gefunden habe. Sowas muss wirklich nicht sein in einem Restaurant. Ich ging dann und habe nicht bezahlt.			Cannot map the emotion
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich als Kind beim Lesen von ungeeigneten Büchern erwischt wurde, weil ich mich schäme, dass ich nicht besser aufgepasst habe und weil ich Angst habe, dass meine Eltern mich zurechtweisen werden.	hispanische person	Ich fühlte ..., als ich als Kind beim lesen von ungeeigneten Büchern erwischt wurde.		verlegenheit	fear
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich als Kind beim Lesen von ungeeigneten Büchern erwischt wurde, weil ich mich schäme, dass ich nicht besser aufgepasst habe und weil ich Angst habe, dass meine Eltern mich zurechtweisen werden.	hispanische person	Ich fühlte ..., als ich als Kind beim lesen von ungeeigneten Büchern erwischt wurde.		verlegenheit	sadness
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich als Kind beim Lesen von ungeeigneten Büchern erwischt wurde, weil ich mich schäme, dass ich nicht besser aufgepasst habe und weil ich Angst habe, dass meine Eltern mich zurechtweisen werden.	hispanische person	Ich fühlte ..., als ich als Kind beim lesen von ungeeigneten Büchern erwischt wurde.		verlegenheit	surprise
orgullo	Ich würde Orgullo empfinden, wenn ich mein Match gewinnen konnte, weil ich mich stolz fühlen würde, dass ich meine Fähigkeiten und mein Training erfolgreich eingesetzt habe.	hispanische person	Ich fühlte ..., als ich mein Match gewinnen konnte.			Cannot map the emotion
impotencia	Ich würde Impotencia empfinden, wenn ich mit einem entzündeten Auge einkaufen gehen musste, weil ich mich hilflos und machtlos fühlen würde, wenn ich nicht auf meine Gesundheit achten kann.	hispanische person	Ich fühlte ..., als ich mit einem entzündeten Auge einkaufen gehen musste.			Cannot map the emotion
desesperación	Ich würde Desesperación empfinden, wenn ich mich hilflos und machtlos fühlen würde, wie in diesem Fall, wenn unser Auto gestohlen wurde und wir mit zwei kleinen Kindern nicht wussten, was wir tun sollten.	hispanische person	Ich fühlte ..., als unser Auto im Urlaub im Ausland gestohlen wurde und wir deshalb mit zwei kleinen Kindern ziemlich hilflos waren.			Cannot map the emotion
verlegenheit	Ich würde mich verlegen fühlen, wenn ich einen Arzttermin vergaß, weil ich mich schäme, dass ich so unorganisiert bin und dass ich meine Gesundheit nicht ernst genommen habe.	hispanische person	Ich fühlte ..., als ich einen Arzttermin vergaß.		verlegenheit	fear
verlegenheit	Ich würde mich verlegen fühlen, wenn ich einen Arzttermin vergaß, weil ich mich schäme, dass ich so unorganisiert bin und dass ich meine Gesundheit nicht ernst genommen habe.	hispanische person	Ich fühlte ..., als ich einen Arzttermin vergaß.		verlegenheit	sadness
verlegenheit	Ich würde mich verlegen fühlen, wenn ich einen Arzttermin vergaß, weil ich mich schäme, dass ich so unorganisiert bin und dass ich meine Gesundheit nicht ernst genommen habe.	hispanische person	Ich fühlte ..., als ich einen Arzttermin vergaß.		verlegenheit	surprise
verlegenheit	Als meine WG-Mitbewohnerin mich im gemeinsamen Bad beim Duschen sah, würde ich mich verlegen fühlen, weil ich mich in einem privaten Moment befand und ich nicht erwartet hatte, dass jemand mich dabei beobachtet.	hispanische person	Ich fühlte ..., als mich meine WG-Mitbewohnerin im gemeinsamen Bad beim Duschen sah.		verlegenheit	fear
verlegenheit	Als meine WG-Mitbewohnerin mich im gemeinsamen Bad beim Duschen sah, würde ich mich verlegen fühlen, weil ich mich in einem privaten Moment befand und ich nicht erwartet hatte, dass jemand mich dabei beobachtet.	hispanische person	Ich fühlte ..., als mich meine WG-Mitbewohnerin im gemeinsamen Bad beim Duschen sah.		verlegenheit	sadness
verlegenheit	Als meine WG-Mitbewohnerin mich im gemeinsamen Bad beim Duschen sah, würde ich mich verlegen fühlen, weil ich mich in einem privaten Moment befand und ich nicht erwartet hatte, dass jemand mich dabei beobachtet.	hispanische person	Ich fühlte ..., als mich meine WG-Mitbewohnerin im gemeinsamen Bad beim Duschen sah.		verlegenheit	surprise
asco	Ich würde Asco empfinden, wenn ich einen Pickel ausdrückte und Eiter herausschoss, weil ich mich schämen würde, dass ich so eine unangenehme Situation habe, und ich würde mich auch ängstigen, dass es sich nicht heilt oder dass es zu einer Infektion führt.	hispanische person	Ich fühlte ..., als ich einen Pickel ausdrückte und Eiter herausschoss.			Cannot map the emotion
alegría	Ich würde Freude empfinden, wenn ich Weihnachtsgeld erhalten würde, weil es ein Zeichen von Anerkennung und Wertschätzung meiner Arbeit ist.	hispanische person	Ich fühlte ..., als mir gesagt wurde, dass ich Weihnachtsgeld erhalten würde.			Cannot map the emotion
desesperación	Ich würde Desesperación empfinden, wenn ich mich überfordert fühlte, weil ich mich wie ein Schiff in einem Sturm fühlen würde, das auf dem Weg zum Untergang ist und ich keine Möglichkeit sehe, mich zu retten.	hispanische person	Ich fühlte ..., als ich mich mit dem Leben überfordert fühlte.			Cannot map the emotion
ira	Mein Sohn ist mein Kind, und ich würde mich sehr besorgt und wütend fühlen, wenn jemand behauptet, er sei krank, wenn er es nicht ist. Es ist eine Beleidigung meiner Fähigkeit, meine Kinder zu betreuen und zu schützen.	hispanische person	Ich fühlte ..., als die Kindergartenbetreuerin meines Sohnes mich anrief, damit ich meinen vermeintlich kranken Sohn abhole. Dabei war er gar nicht krank.			Cannot map the emotion
tristeza	La tristeza es un sentimiento natural al encontrar un ser vivo, especialmente un animal, muerto y abandonado. La idea de que alguien podría haberlo enterrado allí y no haber vuelto a visitarlo es muy triste y me hace sentir una gran compasión por la pobre criatura.	hispanische person	Ich fühlte ..., als ich beim Verlegen eines Wasserschlauchs eine tote Katze ausgebuddelt habe, die dort Monate vorher beerdigt wurde.			Cannot map the emotion
desánimo	Ich würde Desánimo empfinden, wenn ich ein Geschäft nicht erfolgreich war, weil ich mich dann entmutigt und enttäuscht fühlen würde, dass meine Bemühungen nicht genug waren, um das Ziel zu erreichen.	hispanische person	Ich fühlte ... über mich selbst, dass mir dieses Geschäft nicht gelungen war.			Cannot map the emotion
alegría	Ich würde Alegría empfinden, wenn ich bei einem Gewinnspiel gewonnen habe, weil ich mich über das Glück und die Freude, die ich empfinde, freuen würde.	hispanische person	Ich fühlte ..., als ich bei einem Gewinnspiel gewonnen habe.			Cannot map the emotion
verlegenheit	Ich würde Verlegenheit empfinden, weil ich mich schäme, dass ich etwas gestohlen habe und ich befürchte, dass ich erwischt werde.	hispanische person	Ich fühlte ..., dass ich einmal eine Kleinigkeit in einem Laden stibitzte.		verlegenheit	fear
verlegenheit	Ich würde Verlegenheit empfinden, weil ich mich schäme, dass ich etwas gestohlen habe und ich befürchte, dass ich erwischt werde.	hispanische person	Ich fühlte ..., dass ich einmal eine Kleinigkeit in einem Laden stibitzte.		verlegenheit	sadness
verlegenheit	Ich würde Verlegenheit empfinden, weil ich mich schäme, dass ich etwas gestohlen habe und ich befürchte, dass ich erwischt werde.	hispanische person	Ich fühlte ..., dass ich einmal eine Kleinigkeit in einem Laden stibitzte.		verlegenheit	surprise
tristeza	Meine Mutter war meine Stütze und mein Schutz, ihre Abwesenheit würde mich tief traurig machen.	hispanische person	Ich fühlte ..., als ich erleben mußte, wie meine Mutter im Krankenhaus gestorben ist und keiner ihr helfen konnte.			Cannot map the emotion
orgullo	Ich würde Orgullo empfinden, wenn ich mein Match gewann, weil ich mich stolz fühlen würde, dass ich meine Fähigkeiten und mein Training erfolgreich eingesetzt habe.	hispanische person	Ich fühlte ..., als ich mein Match gewann.			Cannot map the emotion
ergreiffenheit	Die Unordnung und die Verwesung erinnern mich an die Armut und die Not meiner Kindheit, als wir uns um jeden Krumb und jede Mücke kümmern mussten.	hispanische person	Ich fühlte ..., als im Sommer die Mülltonne nicht geleert wurde, und die Maden langsam herauskrochen.			Cannot map the emotion
pánico	Meine Kinder sind meine größte Sorge, und wenn ich sehe, dass sie in Gefahr sind, fühle ich Panik, weil ich nicht sicher bin, ob ich sie beschützen kann.	hispanische person	Ich fühlte ..., als eine Feuerwerksrakete in Richtung meiner Kinder abgefeuert wurde und mein kleiner weinend davon lief.			Cannot map the emotion
scham	Ich würde Scham empfinden, wenn ich unpassend gekleidet war, weil ich mich als Person, die sich nach den Regeln der Kultur und Gesellschaft richtet, nicht als jemand sehen möchte, der sich nicht an die Regeln hält.	hispanische person	Ich fühlte ..., weil ich mal unpassend gekleidet war.		scham	anger
scham	Ich würde Scham empfinden, wenn ich unpassend gekleidet war, weil ich mich als Person, die sich nach den Regeln der Kultur und Gesellschaft richtet, nicht als jemand sehen möchte, der sich nicht an die Regeln hält.	hispanische person	Ich fühlte ..., weil ich mal unpassend gekleidet war.		scham	disgust
scham	Ich würde Scham empfinden, wenn ich unpassend gekleidet war, weil ich mich als Person, die sich nach den Regeln der Kultur und Gesellschaft richtet, nicht als jemand sehen möchte, der sich nicht an die Regeln hält.	hispanische person	Ich fühlte ..., weil ich mal unpassend gekleidet war.		scham	sadness
alegría	Meine Tante ist meine Familie, und ich freue mich immer, wenn ich sie wiedersehen kann, auch wenn es lange her war.	hispanische person	Ich fühlte ..., als mich meine Tante zu Weihnachten besuchte, die ich lange nicht mehr getroffen hatte.			Cannot map the emotion
ira	Ich würde Ira empfinden, wenn ich in Hundekacke getreten bin, weil es unangenehm und unhygienisch ist und ich mich beschmutzt fühlen würde.	hispanische person	Ich fühlte ..., als ich in Hundekacke getreten bin.			Cannot map the emotion
angst	Ich würde Angst empfinden, wenn ich meinen Job verlieren könnte, weil ich meine Familie unterstützen muss und ich nicht weiß, wie ich sonst für sie sorgen könnte.	hispanische person	Ich fühle ..., dass ich meinen Job verlieren könnte.		angst	anger
angst	Ich würde Angst empfinden, wenn ich meinen Job verlieren könnte, weil ich meine Familie unterstützen muss und ich nicht weiß, wie ich sonst für sie sorgen könnte.	hispanische person	Ich fühle ..., dass ich meinen Job verlieren könnte.		angst	anticipation
angst	Ich würde Angst empfinden, wenn ich meinen Job verlieren könnte, weil ich meine Familie unterstützen muss und ich nicht weiß, wie ich sonst für sie sorgen könnte.	hispanische person	Ich fühle ..., dass ich meinen Job verlieren könnte.		angst	anticipation
angst	Ich würde Angst empfinden, wenn ich meinen Job verlieren könnte, weil ich meine Familie unterstützen muss und ich nicht weiß, wie ich sonst für sie sorgen könnte.	hispanische person	Ich fühle ..., dass ich meinen Job verlieren könnte.		angst	fear
angst	Ich würde Angst empfinden, wenn ich meinen Job verlieren könnte, weil ich meine Familie unterstützen muss und ich nicht weiß, wie ich sonst für sie sorgen könnte.	hispanische person	Ich fühle ..., dass ich meinen Job verlieren könnte.		angst	fear
angst	Ich würde Angst empfinden, wenn ich meinen Job verlieren könnte, weil ich meine Familie unterstützen muss und ich nicht weiß, wie ich sonst für sie sorgen könnte.	hispanische person	Ich fühle ..., dass ich meinen Job verlieren könnte.		angst	sadness
angst	Ich würde Angst empfinden, wenn ich meinen Job verlieren könnte, weil ich meine Familie unterstützen muss und ich nicht weiß, wie ich sonst für sie sorgen könnte.	hispanische person	Ich fühle ..., dass ich meinen Job verlieren könnte.		angst	surprise
enojo	Ich würde Enojo empfinden, wenn ich bemerkte, dass meine frischen Tomaten schimmeln, weil ich mich um meine Ernährung kümmere und es mich frustriert, wenn ich meine Zeit und Geld vergeude, um etwas zu kaufen, das nicht mehr genießbar ist.	hispanische person	Ich fühlte ..., als ich bemerkte, dass die Tomaten, die ich erst vor kurzem gekauft habe schon anfangen zu schimmeln.			Cannot map the emotion
pánico	Mein Sohn ist allein auf der Straße und ich kann ihn nicht erreichen, das ist ein sehr beunruhigender Moment.	hispanische person	Ich fühlte ..., als mein Sohn bei schlechten Wetter eine lange Autofahrt macht und ich ihn nicht erreichen konnte und er sich nicht meldete.			Cannot map the emotion
orgullo	Ich würde Orgullo empfinden, wenn ich ein großes Problem auf der Arbeit lösen konnte, weil ich stolz auf meine Fähigkeiten und mein Engagement bin und mich gefreut habe, meine Arbeit gut zu machen.	hispanische person	Ich fühlte ..., als ich auf der Arbeit ein großes Problem lösen konnte.			Cannot map the emotion
angustia	Ich würde Angst empfinden, wenn ich finanzielle Schulden hätte, weil ich mich besorgt machen würde, dass ich meine Familie nicht mehr unterstützen kann und ich mich in einer schwierigen finanziellen Situation befinde.	hispanische person	Ich fühlte ..., weil ich finanzielle Schulden hatte.			Cannot map the emotion
nostalgia	Ich würde Nostalgia empfinden, wenn ich an meine verstorbene Oma denke, weil ich an die schönen Erinnerungen an meine Kindheit denke, die wir gemeinsam gemacht haben.	hispanische person	Ich fühlte ..., als ich an meine verstorbene Oma gedacht habe.			Cannot map the emotion
remordimiento	Ich würde Remordimiento empfinden, wenn ich meine Mutter belogen hätte, weil ich mich schuldig und unehrlich fühlen würde, was mich zu innerer Unruhe und Reue führen würde.	hispanische person	Ich fühlte ..., als ich meine Mutter belogen hatte.			Cannot map the emotion
alivio	Ich würde Alivio empfinden, wenn ich das Geld für meinen Urlaub zusammen gespart hatte, weil ich mich so erleichtert und dankbar fühlen würde, dass ich meine Erholung und Freizeit planen kann.	hispanische person	Ich fühlte ..., als ich das Geld für meinen Urlaub zusammen gespart hatte.			Cannot map the emotion
dolor	Mein Herz würde brechen, wenn meine Freundin mich verlassen würde, ich würde mich so sehr nach ihr sehnen und mich fragen, was ich falsch gemacht habe.	hispanische person	Ich fühlte ..., als mich meine Freundin verlassen hat.		dolor	sadness
verlegenheit	Ich würde Verlegenheit empfinden, wenn meine Hose flecken hat, weil ich mich schäme, dass ich nicht aufgepasst habe und nun ein unangenehmes Gefühl habe.	hispanische person	Ich fühlte ..., als meine Hose flecken hatte.		verlegenheit	fear
verlegenheit	Ich würde Verlegenheit empfinden, wenn meine Hose flecken hat, weil ich mich schäme, dass ich nicht aufgepasst habe und nun ein unangenehmes Gefühl habe.	hispanische person	Ich fühlte ..., als meine Hose flecken hatte.		verlegenheit	sadness
verlegenheit	Ich würde Verlegenheit empfinden, wenn meine Hose flecken hat, weil ich mich schäme, dass ich nicht aufgepasst habe und nun ein unangenehmes Gefühl habe.	hispanische person	Ich fühlte ..., als meine Hose flecken hatte.		verlegenheit	surprise
dolor	El dolor es un sentimiento natural cuando se pierde un ser querido, como un miembro de la familia. El Labrador era parte de nuestra familia durante 14 años, y su muerte es un gran golpe emocional.	hispanische person	Ich fühlte ..., als unser alte Hund - Labrador - gestorben ist. Er lebte 14 Jahre in der Familie.		dolor	sadness
indignación	Mein Geschäftspartner hat meine Vertrauenswürdigkeit missbraucht und mich betrogen, was mich sehr verletzt und wütend macht.	hispanische person	Ich fühlte ..., als mein Geschäftspartner mich hintergangen hat und Geld entwendete.			Cannot map the emotion
desesperación	Ich würde Desesperación empfinden, wenn ich meinen Zug verpasst habe, weil ich mich so sehr auf den Reiseplan ausgerichtet habe und ich Angst habe, dass ich meine Zeit nicht nutzen kann, wenn ich zu spät komme.	hispanische person	Ich fühlte ..., als ich mal meinem Zug verpasst habe.			Cannot map the emotion
verlust	Ich würde Verlust empfinden, wenn ich meine Kinder unrecht beschuldigt habe, weil ich mich schuldig fühle und mich nach einer Lösung sehne, um die Situation zu klären und meine Beziehung zu meinen Kindern zu reparieren.	hispanische person	Ich fühlte ..., als ich meine Kinder zu unrecht beschuldigt habe etwas versteckt zu haben.		verlust	anger
verlust	Ich würde Verlust empfinden, wenn ich meine Kinder unrecht beschuldigt habe, weil ich mich schuldig fühle und mich nach einer Lösung sehne, um die Situation zu klären und meine Beziehung zu meinen Kindern zu reparieren.	hispanische person	Ich fühlte ..., als ich meine Kinder zu unrecht beschuldigt habe etwas versteckt zu haben.		verlust	fear
verlust	Ich würde Verlust empfinden, wenn ich meine Kinder unrecht beschuldigt habe, weil ich mich schuldig fühle und mich nach einer Lösung sehne, um die Situation zu klären und meine Beziehung zu meinen Kindern zu reparieren.	hispanische person	Ich fühlte ..., als ich meine Kinder zu unrecht beschuldigt habe etwas versteckt zu haben.		verlust	sadness
desesperación	Ich würde Desesperación empfinden, wenn ich merke, dass ich meine Arbeit nicht ordnungsgemäß erledigt habe und ich Angst habe, dass dies negative Folgen haben könnte.	hispanische person	Ich fühlte ..., als etwas in der Arbeit nicht gleich funktioniert hat und ich den Part nicht getestet hatte.			Cannot map the emotion
dolor	Ich würde Dolor empfinden, wenn ich an meine Ex-Frau gedacht habe, weil ich mich noch immer von unserer Trennung betroffen fühle und mich an die Zeit erinnere, die wir gemeinsam verbracht haben.	hispanische person	Ich fühlte ..., als ich an meine Ex-Frau gedacht habe.		dolor	sadness
desesperación	Mein Job war mein Leben, und wenn er plötzlich weg ist, fühle ich mich total verloren und ohne Zukunft.	hispanische person	Ich fühlte ..., als mein Job geplatzt ist.			Cannot map the emotion
dolor	Als eines meiner Haustiere stirbt, empfinde ich Dolor, weil ich mich mit dem Verlust verbunden fühle und die Erinnerungen an die Zeit mit meinem Haustier vermissen werde.	hispanische person	Ich fühlte ..., als eines meiner Haustiere gestorben ist.		dolor	sadness
desesperación	Ich würde Desesperación empfinden, wenn ich denke, dass mein Lieblingsverein nicht genug investiert, um erfolgreich zu sein und meine Träume zu erfüllen.	hispanische person	Ich fühlte ..., als ich die Nachricht gelesen habe, dass der VfB Stuttgart nicht in neue Spieler investieren wird.			Cannot map the emotion
pánico	Meine Nichte ist mir sehr wichtig, und wenn sie Atemnot hat, bedeutet das, dass sie in Gefahr ist, und ich würde panisch reagieren, um ihr zu helfen.	hispanische person	Ich fühlte ..., als meine Nichte Atemnot hatte.			Cannot map the emotion
tristeza	La tristeza es un sentimiento natural cuando se pierde a alguien querido, y la emoción de la pérdida puede ser muy intensa en una ceremonia como una funeral.	hispanische person	Ich fühlte ..., als ich bei einer Beerdigung weinte.			Cannot map the emotion
